"","age","type_employer","fnlwgt","education","marital","occupation","relationship","race","sex","capital_gain","capital_loss","hr_per_week","country","income"
"1362",1,3,146378,2,2,3,2,1,1,0,0,1,1,"High"
"1363",2,3,103440,2,1,5,1,1,2,0,0,2,1,"Low"
"1364",1,3,203435,5,3,6,5,1,2,0,0,1,5,"Low"
"1365",1,4,168312,6,1,2,1,1,2,0,0,1,1,"Low"
"1366",1,2,257764,2,3,2,5,1,2,0,0,1,1,"Low"
"1367",1,3,171301,2,2,3,3,2,2,0,0,1,1,"Low"
"1368",1,4,225339,5,4,1,1,2,2,0,0,1,1,"Low"
"1369",1,3,152234,2,2,2,2,3,1,99999,0,1,2,"High"
"1370",2,3,444554,3,1,3,4,1,1,0,0,1,1,"Low"
"1371",2,3,403788,6,1,5,4,2,1,0,0,1,1,"Low"
"1373",1,3,221550,4,1,5,1,1,2,0,0,1,7,"Low"
"1374",1,2,98929,1,2,6,2,1,1,0,0,1,1,"Low"
"1375",1,1,169203,6,1,1,1,1,2,0,0,1,1,"Low"
"1376",1,3,102332,2,3,6,5,2,2,0,0,1,1,"Low"
"1377",1,2,230684,2,2,3,2,1,1,0,0,1,1,"Low"
"1378",1,3,449257,2,2,3,2,1,1,0,0,1,1,"Low"
"1379",3,3,198766,4,2,6,2,1,1,20051,0,1,1,"High"
"1380",1,3,97429,1,3,2,5,1,2,0,0,1,4,"Low"
"1381",2,3,208999,5,3,1,4,1,1,0,0,1,1,"Low"
"1382",2,3,37072,1,1,6,1,1,1,0,0,1,1,"Low"
"1383",2,1,163101,1,1,4,1,1,1,0,0,1,1,"Low"
"1384",2,3,119075,5,1,3,4,1,1,0,0,1,1,"Low"
"1385",1,2,137314,2,2,2,2,1,1,0,0,1,1,"Low"
"1386",1,3,127303,5,1,3,4,1,1,0,0,1,1,"Low"
"1387",1,3,349116,2,1,6,1,2,1,0,0,1,1,"Low"
"1388",1,2,266324,5,3,2,6,1,1,0,1564,9,2,"High"
"1390",4,3,46496,3,1,5,4,1,1,0,0,1,1,"Low"
"1391",2,3,29904,1,1,7,1,1,2,0,0,1,1,"Low"
"1393",1,3,226922,2,3,6,5,1,2,0,1762,12,1,"Low"
"1394",2,4,234151,2,1,1,5,2,2,0,0,1,1,"Low"
"1395",1,3,238287,3,1,3,1,2,1,0,0,1,1,"Low"
"1396",1,3,230624,3,1,3,5,1,1,0,0,1,1,"High"
"1397",1,3,398212,2,2,3,2,2,1,5013,0,1,1,"Low"
"1398",1,2,114758,4,2,6,2,1,1,0,0,1,1,"Low"
"1399",1,3,246519,3,2,3,2,1,1,2105,0,1,1,"Low"
"1400",1,3,137815,2,2,3,2,1,1,0,0,1,1,"High"
"1401",1,3,260696,2,1,1,1,1,2,0,0,1,1,"Low"
"1402",1,3,325007,6,2,7,2,1,1,0,0,2,1,"Low"
"1403",1,3,113176,2,3,1,1,1,2,0,0,1,1,"Low"
"1404",1,3,66815,2,2,3,2,1,1,0,0,1,1,"Low"
"1406",2,3,241523,2,2,5,2,1,1,0,0,1,1,"High"
"1407",2,3,30226,3,3,6,4,1,1,0,0,1,1,"Low"
"1408",1,1,352628,6,2,3,3,1,2,0,0,1,1,"High"
"1409",1,3,143912,2,3,3,1,1,1,0,0,1,1,"Low"
"1410",1,3,130021,2,2,3,2,1,1,0,0,1,1,"Low"
"1411",1,3,329778,2,4,5,5,1,2,0,0,1,1,"Low"
"1412",1,2,196945,2,2,5,2,3,1,0,0,1,6,"Low"
"1413",1,3,24342,1,2,4,2,1,1,0,0,1,1,"High"
"1414",1,3,34368,5,2,2,2,1,1,0,0,1,1,"High"
"1415",1,2,173839,3,2,2,2,1,1,0,0,1,1,"Low"
"1416",2,1,73211,5,2,1,2,3,1,0,0,2,1,"Low"
"1417",1,3,86723,2,1,5,1,1,1,0,0,1,1,"Low"
"1418",1,3,179186,1,2,6,2,2,1,0,0,1,1,"High"
"1419",1,3,127610,1,2,4,3,1,2,0,0,1,1,"High"
"1420",1,3,115070,5,1,1,1,1,2,0,0,1,1,"Low"
"1422",1,3,256202,6,2,3,2,2,1,0,0,1,1,"Low"
"1423",1,3,202872,6,1,1,4,1,2,0,0,1,1,"Low"
"1424",1,3,184102,3,3,5,1,1,1,0,0,1,1,"Low"
"1425",1,4,130703,2,2,1,2,2,1,0,0,1,1,"Low"
"1426",1,3,134727,3,3,3,5,4,1,0,0,1,5,"Low"
"1427",1,2,36228,1,2,3,2,1,1,4386,0,1,1,"High"
"1428",1,3,297847,3,2,5,3,2,2,3411,0,1,1,"Low"
"1429",2,3,213644,2,1,3,1,1,1,0,0,1,1,"Low"
"1430",1,3,173796,2,2,3,2,1,1,0,1887,3,1,"High"
"1431",1,3,147322,6,2,3,3,1,2,0,0,1,8,"Low"
"1432",1,3,296253,2,3,2,1,1,2,0,0,1,1,"Low"
"1433",1,3,180871,6,3,6,1,1,1,0,0,1,1,"High"
"1435",1,1,211115,5,1,7,1,2,1,0,0,1,1,"Low"
"1436",1,2,183870,3,2,3,3,1,2,0,0,1,1,"Low"
"1437",2,3,441620,1,1,5,1,1,1,0,0,1,3,"Low"
"1438",1,4,218542,6,2,1,3,1,2,0,0,1,1,"High"
"1439",1,2,141327,4,3,4,5,1,2,0,0,1,1,"Low"
"1440",1,3,67716,2,2,6,2,1,1,0,0,1,1,"High"
"1441",1,2,175339,2,2,3,2,1,1,0,1672,4,1,"Low"
"1443",1,3,336595,2,2,2,2,1,1,0,0,1,1,"High"
"1444",1,3,27997,6,3,3,1,1,1,0,0,1,1,"Low"
"1445",1,2,145574,2,2,5,2,1,1,0,1902,4,1,"High"
"1446",1,3,30447,6,2,3,2,1,1,0,0,1,1,"Low"
"1447",1,2,256866,5,2,6,2,1,1,5013,0,1,1,"Low"
"1448",1,2,120837,2,2,2,2,1,1,0,0,1,1,"Low"
"1449",1,3,185283,5,2,2,2,1,1,0,0,1,1,"High"
"1450",1,2,229466,5,2,2,2,1,1,0,0,1,1,"High"
"1451",2,3,298225,2,3,3,1,1,1,0,0,1,1,"Low"
"1452",1,3,185749,3,4,3,5,2,1,0,0,1,1,"Low"
"1454",1,2,125892,4,2,2,2,1,1,0,0,1,1,"High"
"1455",1,3,563883,2,2,3,2,2,1,0,0,1,1,"High"
"1456",1,3,311249,2,4,1,5,2,2,0,0,1,1,"Low"
"1457",2,3,221757,2,3,3,1,1,1,3325,0,1,1,"Low"
"1458",2,3,310152,5,1,3,1,1,1,0,0,1,1,"Low"
"1460",1,2,94113,8,2,4,2,1,1,0,0,1,1,"High"
"1461",1,2,192945,2,2,2,2,1,1,7688,0,1,1,"High"
"1462",1,3,161508,3,1,3,1,2,1,0,0,1,1,"Low"
"1463",2,3,177675,5,1,3,1,1,1,0,0,1,1,"High"
"1464",1,3,51100,2,2,3,2,1,1,0,0,1,1,"High"
"1465",1,3,100584,3,3,3,1,4,1,0,0,1,1,"Low"
"1466",3,4,163003,2,2,1,2,2,1,0,0,1,1,"Low"
"1467",1,3,67728,5,2,3,2,1,1,0,2051,7,1,"Low"
"1468",1,3,101320,4,3,2,1,1,2,0,0,1,1,"Low"
"1469",2,3,42706,6,1,7,1,1,1,0,0,1,1,"Low"
"1470",1,3,228535,6,2,4,2,1,1,7298,0,1,1,"High"
"1471",5,3,120939,8,2,3,2,1,1,0,0,1,1,"High"
"1472",2,3,98283,1,1,4,4,3,1,0,0,1,1,"Low"
"1473",2,1,216481,1,1,4,1,1,2,0,0,1,1,"Low"
"1474",3,1,208869,4,2,4,2,1,1,0,0,2,1,"Low"
"1475",2,3,207940,5,1,3,4,1,2,0,0,1,1,"Low"
"1476",1,3,34248,2,2,1,2,1,1,0,0,1,1,"Low"
"1477",1,3,83727,2,3,5,5,1,2,0,0,1,1,"Low"
"1478",2,3,183077,6,1,1,4,1,2,0,0,1,1,"Low"
"1479",4,3,197850,3,1,1,4,3,2,0,0,2,1,"Low"
"1480",1,2,235271,5,1,5,1,1,1,0,0,1,1,"Low"
"1481",1,2,35236,2,3,3,1,1,1,0,0,1,1,"Low"
"1482",1,3,255822,6,2,3,2,1,1,0,0,1,1,"High"
"1483",1,2,263925,2,2,6,2,1,1,99999,0,1,1,"High"
"1484",2,3,256263,2,1,3,1,1,1,0,0,2,1,"Low"
"1485",1,1,293535,1,2,4,2,2,1,0,0,1,1,"High"
"1486",1,3,209448,3,2,3,2,1,1,2105,0,1,3,"Low"
"1487",2,3,57651,2,1,1,5,1,1,0,2001,10,1,"Low"
"1488",2,3,174592,2,1,5,4,1,2,0,0,2,1,"Low"
"1489",1,4,278763,2,3,1,5,1,2,0,0,1,1,"Low"
"1490",1,3,175232,4,3,2,5,1,1,0,0,1,1,"High"
"1491",1,3,402812,5,2,6,2,1,1,0,0,1,1,"Low"
"1492",2,3,101150,2,3,2,1,1,2,0,0,1,1,"Low"
"1493",1,3,103538,2,2,1,2,1,1,0,0,1,1,"High"
"1494",1,1,156877,2,2,1,2,1,1,15024,0,1,1,"High"
"1495",2,3,23940,2,1,3,6,4,1,0,0,1,1,"Low"
"1496",2,2,210295,3,2,3,2,1,1,0,0,1,1,"High"
"1497",1,3,80058,3,3,6,1,1,1,0,0,1,1,"High"
"1498",1,3,187119,1,3,6,1,1,2,0,1980,9,1,"Low"
"1499",1,2,105021,5,2,2,2,1,1,0,0,1,1,"High"
"1500",2,3,225775,5,1,1,1,1,1,0,0,1,1,"Low"
"1501",1,2,395831,1,2,2,2,1,1,0,0,1,1,"High"
"1502",1,3,50282,5,3,3,1,1,1,3325,0,1,1,"Low"
"1503",2,3,32732,5,1,5,1,1,1,0,0,1,1,"Low"
"1504",3,2,179436,1,2,2,2,1,1,15024,0,1,1,"High"
"1506",1,3,123253,6,2,3,2,1,1,0,0,1,1,"Low"
"1507",1,1,48433,2,2,2,2,1,1,0,0,1,1,"Low"
"1508",1,3,245317,2,2,6,2,1,1,0,0,1,1,"Low"
"1509",2,3,431745,5,1,1,1,2,2,0,0,2,1,"Low"
"1510",1,1,436006,5,2,1,2,2,1,0,0,1,1,"Low"
"1511",2,3,224943,5,3,4,5,2,1,0,0,1,1,"Low"
"1512",2,2,167990,6,2,4,2,1,1,15024,0,1,1,"High"
"1513",1,2,217054,1,2,4,2,1,1,0,0,1,1,"High"
"1514",3,2,298834,6,2,4,2,1,1,0,0,1,1,"Low"
"1515",1,2,125000,1,2,2,2,1,1,0,0,1,4,"High"
"1516",1,3,123983,1,3,5,1,3,1,0,0,1,9,"Low"
"1517",1,3,155489,2,2,1,2,1,1,0,0,1,1,"High"
"1518",1,3,284834,1,2,1,3,1,2,2885,0,1,1,"Low"
"1519",2,3,212495,1,1,2,4,1,1,0,1340,3,1,"Low"
"1520",4,1,32124,3,1,5,4,2,1,0,0,1,1,"Low"
"1521",1,1,246891,1,2,7,2,1,1,0,0,1,1,"Low"
"1522",1,1,141483,3,3,5,1,1,2,0,0,1,1,"Low"
"1523",2,3,31985,5,3,2,5,1,2,0,0,1,1,"Low"
"1524",2,3,170800,5,1,3,4,1,2,0,0,1,1,"Low"
"1525",2,1,166295,1,1,4,1,1,1,0,2339,14,1,"Low"
"1526",2,3,231286,5,1,3,1,2,1,0,0,2,1,"Low"
"1527",1,3,159322,2,3,5,5,1,1,0,0,1,1,"Low"
"1528",1,3,176026,2,2,3,2,1,1,0,0,1,1,"Low"
"1529",1,3,118025,1,2,2,2,1,1,99999,0,1,1,"High"
"1530",1,3,26898,2,3,2,5,1,2,0,0,2,1,"Low"
"1531",1,3,232628,2,2,3,2,2,1,0,0,1,1,"Low"
"1532",1,3,85995,3,2,3,2,1,1,0,0,1,1,"High"
"1533",1,3,125421,4,3,2,5,1,2,0,0,1,1,"High"
"1534",1,3,245305,3,2,3,2,2,1,0,0,1,1,"High"
"1535",1,3,73493,5,3,5,1,1,2,0,0,1,1,"Low"
"1536",2,3,197058,6,1,4,1,1,2,0,0,1,1,"Low"
"1537",1,3,122116,5,2,2,2,1,1,0,0,1,1,"Low"
"1538",1,3,75742,2,2,3,2,1,1,0,0,1,1,"Low"
"1539",2,3,214731,3,2,3,3,1,2,0,0,1,1,"Low"
"1540",1,3,265954,2,3,5,1,2,1,0,0,1,1,"Low"
"1541",2,1,197156,2,3,1,4,1,2,0,0,1,1,"Low"
"1542",3,3,162245,8,2,4,2,1,1,0,1628,9,1,"Low"
"1543",1,1,203070,2,3,7,1,1,1,0,0,1,1,"Low"
"1544",1,1,165695,5,2,3,2,1,1,0,0,1,1,"Low"
"1546",2,3,168107,1,2,3,2,1,1,0,0,1,1,"Low"
"1547",4,3,163494,3,1,6,4,1,1,0,0,1,1,"Low"
"1548",1,3,180342,1,2,1,2,1,1,0,0,1,1,"Low"
"1549",1,3,122381,5,2,3,2,1,1,0,1887,5,1,"High"
"1550",2,3,148069,3,1,3,5,1,2,0,0,1,1,"Low"
"1551",2,3,200973,2,1,1,4,1,2,0,0,1,1,"Low"
"1552",4,3,130806,3,1,3,4,1,1,0,0,2,1,"Low"
"1553",1,3,117148,3,3,3,1,1,2,0,0,1,1,"Low"
"1554",2,3,213977,5,1,1,1,1,2,0,0,1,1,"Low"
"1556",1,3,139338,3,3,3,5,2,1,0,0,1,1,"Low"
"1557",2,3,315877,1,1,1,1,1,1,0,0,1,1,"Low"
"1559",2,3,352057,2,1,3,1,1,1,0,0,1,1,"Low"
"1560",2,3,236684,5,1,5,6,2,2,0,0,1,1,"Low"
"1561",4,3,208447,3,1,3,4,1,1,0,0,1,1,"Low"
"1562",1,3,149640,5,2,3,2,1,1,0,0,1,1,"Low"
"1564",1,3,154342,3,2,7,2,1,1,0,0,1,1,"Low"
"1565",1,4,141459,2,3,5,6,2,2,0,0,1,1,"Low"
"1566",1,3,111797,5,1,5,1,2,2,0,0,1,3,"Low"
"1567",2,3,111900,5,2,3,2,1,1,0,0,1,1,"Low"
"1568",1,3,78707,3,1,5,1,2,1,0,0,1,1,"Low"
"1569",1,1,160574,1,2,3,2,1,1,0,0,1,1,"Low"
"1572",1,3,216907,6,2,3,2,1,1,0,1848,3,1,"High"
"1573",2,3,198148,5,1,5,4,1,1,0,0,1,1,"Low"
"1574",2,3,124265,5,1,3,4,1,1,0,0,1,1,"Low"
"1576",1,3,208137,6,2,1,2,1,1,0,0,1,1,"Low"
"1577",1,2,257250,2,1,3,1,1,1,0,0,1,1,"Low"
"1578",2,1,147253,5,1,7,1,1,1,0,0,1,1,"Low"
"1579",1,1,244268,1,1,4,1,1,1,0,0,1,1,"Low"
"1581",2,3,266912,2,2,6,2,1,1,0,0,1,1,"High"
"1583",2,3,200511,1,2,6,2,1,1,0,0,1,1,"Low"
"1584",1,3,128715,2,3,1,1,1,1,10520,0,1,1,"High"
"1585",1,2,65535,2,2,3,2,1,1,0,0,1,1,"Low"
"1586",1,3,103395,5,2,3,2,1,1,0,0,1,1,"High"
"1587",1,3,71046,5,3,2,5,1,1,0,0,1,4,"Low"
"1588",2,2,125442,2,3,3,4,1,1,0,0,1,1,"Low"
"1589",2,3,169188,2,1,2,4,1,2,0,0,2,1,"Low"
"1590",2,3,121471,1,1,1,1,1,2,0,0,1,1,"Low"
"1591",3,3,207281,5,2,7,2,1,1,0,0,2,1,"Low"
"1592",2,1,46097,1,2,4,2,1,1,0,0,1,1,"Low"
"1595",1,2,322143,1,2,5,2,1,1,0,0,2,1,"Low"
"1596",1,3,149184,2,1,4,1,1,1,0,0,1,1,"High"
"1597",1,1,119829,2,2,1,3,1,2,0,0,1,1,"Low"
"1598",1,3,910398,1,1,6,1,2,2,0,0,1,1,"Low"
"1599",2,3,176570,3,1,3,4,1,1,0,0,1,1,"Low"
"1600",2,3,216129,1,1,6,1,1,1,0,0,1,1,"Low"
"1601",2,3,27207,3,2,3,2,1,1,0,0,1,1,"Low"
"1602",1,1,68830,2,3,2,1,1,2,0,0,1,1,"Low"
"1603",2,1,178818,5,1,4,4,1,2,0,0,2,1,"Low"
"1604",1,3,236944,2,2,3,2,2,1,0,0,1,1,"High"
"1605",1,1,273771,2,2,7,2,1,1,0,0,1,1,"Low"
"1606",3,3,318533,2,2,1,2,1,1,0,0,1,1,"Low"
"1608",1,3,102318,2,3,3,4,1,1,0,0,1,1,"Low"
"1609",1,3,379350,3,2,3,2,1,1,0,0,1,1,"Low"
"1610",1,3,21095,5,3,5,5,3,1,0,0,1,6,"Low"
"1611",1,2,211547,3,3,6,1,1,2,0,0,1,1,"Low"
"1612",1,3,85272,6,2,4,3,1,2,0,0,1,1,"High"
"1613",1,3,46406,4,2,4,2,1,1,0,0,1,4,"High"
"1614",1,3,53833,2,2,3,2,1,1,0,0,1,1,"High"
"1615",2,3,161007,1,1,1,4,1,1,0,0,1,1,"Low"
"1616",1,3,53707,2,2,4,2,1,1,0,0,1,1,"High"
"1617",1,3,370119,8,2,4,2,1,1,99999,0,1,1,"High"
"1618",2,3,310907,5,2,2,3,1,2,0,0,1,1,"Low"
"1619",1,3,375833,3,1,3,6,1,1,0,0,1,1,"Low"
"1620",1,1,107513,2,2,3,2,1,1,0,0,1,1,"Low"
"1621",1,2,58683,5,2,6,2,1,1,0,0,1,1,"High"
"1622",1,2,179557,2,2,2,2,1,1,0,1977,7,1,"High"
"1623",1,3,70240,2,1,5,4,3,2,0,0,1,6,"Low"
"1624",1,3,147206,5,2,2,2,1,1,0,0,1,1,"Low"
"1625",1,3,175548,2,1,5,1,5,2,0,0,1,1,"Low"
"1626",5,2,163174,8,2,4,2,1,1,0,0,1,1,"High"
"1627",1,3,126010,2,2,3,2,1,1,0,0,1,1,"Low"
"1628",1,3,147876,1,2,6,3,1,2,15024,0,1,1,"High"
"1629",1,3,428350,2,2,3,3,1,2,0,1740,3,1,"Low"
"1631",1,3,328466,3,2,5,2,1,1,2407,0,1,3,"Low"
"1632",3,1,258973,2,3,5,1,1,2,0,0,2,1,"Low"
"1633",1,1,345969,6,2,1,2,1,1,0,0,1,1,"High"
"1634",2,3,127796,3,1,3,1,1,1,0,0,1,3,"Low"
"1635",1,3,405723,3,2,3,2,1,1,0,0,1,3,"Low"
"1636",1,3,175942,5,2,2,2,1,1,0,0,1,1,"High"
"1637",2,3,284196,3,3,5,1,1,2,0,0,1,1,"Low"
"1638",2,3,89718,2,1,6,1,1,2,2202,0,1,1,"Low"
"1639",1,2,175761,1,2,4,2,1,1,0,0,1,1,"High"
"1640",1,3,206369,2,2,3,2,1,1,5178,0,1,1,"High"
"1641",1,3,158993,2,3,5,6,2,2,0,0,1,1,"Low"
"1642",1,3,285066,1,2,4,2,1,1,0,0,1,1,"High"
"1643",1,3,126754,4,2,4,2,1,1,15024,0,1,1,"High"
"1644",3,1,209280,4,2,4,2,1,1,6514,0,1,1,"High"
"1645",1,2,52888,8,2,4,3,1,2,0,0,2,1,"Low"
"1646",3,2,133821,2,2,1,3,1,2,0,0,2,1,"High"
"1647",1,3,240763,5,2,3,2,2,1,0,0,1,1,"Low"
"1648",2,3,39054,2,2,6,2,1,1,0,0,1,1,"Low"
"1649",1,3,119272,1,2,2,2,1,1,0,0,1,1,"High"
"1650",1,3,143372,3,3,1,1,2,2,0,0,1,1,"Low"
"1651",2,3,323421,5,1,3,4,1,1,0,0,2,1,"Low"
"1652",1,2,136028,3,2,3,2,1,1,0,0,1,1,"Low"
"1653",2,2,163189,2,1,6,4,1,1,0,0,1,1,"Low"
"1654",1,1,202729,2,2,7,2,1,1,0,0,1,1,"Low"
"1655",1,3,421871,2,2,3,2,2,1,0,0,1,1,"High"
"1656",1,3,120277,1,2,4,2,1,1,15024,0,1,5,"High"
"1658",1,3,198901,2,2,3,2,1,1,0,0,1,1,"Low"
"1659",4,3,214617,5,1,6,4,1,1,0,0,2,1,"Low"
"1660",1,2,179715,3,2,3,2,1,1,0,0,2,1,"Low"
"1661",1,1,107231,2,2,3,2,1,1,0,2002,3,1,"Low"
"1662",1,3,110355,1,2,2,2,1,1,0,0,1,1,"High"
"1663",1,3,184378,1,1,4,1,1,1,0,0,1,1,"Low"
"1664",3,3,273454,3,2,7,2,1,1,0,0,1,2,"Low"
"1665",1,3,443040,2,2,3,2,2,1,0,0,1,1,"Low"
"1667",1,2,160151,5,2,6,2,1,1,0,0,1,1,"High"
"1668",1,3,107991,3,1,6,1,1,1,0,0,1,1,"Low"
"1669",1,3,94391,2,2,1,2,1,1,0,0,1,1,"Low"
"1670",1,3,99835,8,2,4,2,1,1,0,0,1,1,"High"
"1671",1,3,43711,6,2,6,2,1,1,7688,0,1,1,"High"
"1672",1,3,83756,5,1,2,5,1,1,0,0,1,1,"Low"
"1673",1,3,120914,3,2,3,2,1,1,2961,0,1,1,"Low"
"1674",2,3,180052,5,1,6,4,1,1,0,0,2,1,"Low"
"1675",1,3,170846,6,2,1,3,1,2,0,0,1,5,"High"
"1676",1,3,37937,4,3,2,5,1,1,0,0,1,1,"Low"
"1678",2,3,38455,5,1,3,1,1,1,0,0,1,1,"Low"
"1679",2,4,128059,5,2,3,2,1,1,0,0,1,1,"Low"
"1680",1,3,420895,2,2,3,2,1,1,0,0,1,1,"Low"
"1681",1,3,166744,2,3,5,5,1,2,0,0,2,1,"Low"
"1682",2,3,238768,2,2,3,2,1,1,0,0,1,1,"Low"
"1683",1,3,176270,1,2,2,2,1,1,99999,0,1,1,"High"
"1684",1,3,140592,2,2,3,3,1,2,0,0,1,1,"Low"
"1685",2,2,211466,2,1,3,4,1,1,0,0,1,1,"Low"
"1686",1,3,188540,2,2,2,2,1,1,0,1902,7,1,"High"
"1687",1,3,39581,2,1,5,1,2,2,0,0,1,1,"Low"
"1688",1,3,171150,2,2,2,2,1,1,0,1887,5,1,"High"
"1689",1,3,117496,3,3,5,1,1,2,0,0,1,4,"Low"
"1690",1,3,145160,7,2,4,2,1,1,0,0,1,1,"High"
"1691",2,3,28520,2,1,5,1,1,2,0,0,1,1,"Low"
"1692",4,3,103851,3,1,1,4,1,2,1055,0,2,1,"Low"
"1693",2,3,375077,2,1,6,4,1,1,0,0,1,1,"Low"
"1694",1,1,281590,2,2,2,3,1,2,15024,0,1,1,"High"
"1695",1,3,151504,5,2,6,2,1,1,0,0,1,1,"Low"
"1696",1,3,415287,2,2,3,2,2,1,0,1902,3,1,"High"
"1697",1,3,32212,2,2,2,3,1,2,0,0,1,1,"Low"
"1698",1,3,123606,5,2,3,2,1,1,0,0,1,1,"Low"
"1699",1,3,202565,2,3,3,1,1,1,0,0,1,1,"Low"
"1700",1,3,177927,4,2,4,2,1,1,0,0,1,1,"Low"
"1701",1,3,256723,5,3,1,5,2,2,0,0,1,1,"Low"
"1702",4,3,46247,5,1,5,4,1,2,0,0,2,1,"Low"
"1703",2,3,266926,5,2,3,2,1,1,0,0,1,1,"Low"
"1704",2,3,112031,2,3,3,1,1,2,0,0,1,1,"Low"
"1706",1,3,168817,2,1,3,1,1,1,0,0,1,1,"Low"
"1707",1,3,187487,2,2,3,2,1,1,0,0,1,1,"High"
"1709",2,3,67222,1,1,3,1,3,1,0,0,1,9,"Low"
"1710",1,3,201723,4,2,2,2,1,1,0,1902,3,1,"High"
"1711",3,3,267408,2,4,6,6,1,2,0,0,2,1,"Low"
"1713",1,3,105444,3,2,3,2,1,1,0,0,1,1,"Low"
"1714",1,3,156728,1,2,6,2,1,1,0,0,1,1,"High"
"1715",1,3,148600,2,2,3,2,2,1,0,0,1,1,"Low"
"1716",1,3,19914,5,3,1,5,4,2,0,0,1,1,"Low"
"1717",1,3,190767,1,3,1,1,1,2,0,0,1,1,"Low"
"1718",1,3,233955,4,2,4,2,3,1,0,0,1,9,"High"
"1719",1,3,30381,1,2,6,2,1,1,0,0,1,1,"High"
"1720",1,3,187069,2,2,3,2,1,1,0,0,1,1,"Low"
"1721",1,3,367314,2,3,1,1,1,2,0,0,1,1,"Low"
"1722",1,1,101119,2,2,7,2,1,1,0,0,1,1,"Low"
"1723",1,3,86551,1,3,6,1,1,1,0,0,1,1,"High"
"1724",1,1,218995,5,2,2,2,1,1,0,0,1,1,"High"
"1725",2,3,57711,2,1,5,1,1,2,0,0,1,1,"Low"
"1726",1,3,303521,5,3,3,1,1,1,0,0,1,1,"Low"
"1727",1,3,199067,2,2,3,2,1,1,0,0,1,1,"High"
"1728",2,3,247445,2,3,6,1,1,1,0,0,1,1,"Low"
"1729",1,3,186078,4,2,4,3,1,2,0,0,1,1,"High"
"1730",1,3,77634,6,2,5,2,1,1,0,0,1,1,"Low"
"1731",2,3,180060,4,1,2,4,1,1,6849,0,1,1,"Low"
"1732",1,3,56482,5,1,2,1,2,1,0,0,1,1,"Low"
"1733",2,3,314177,2,1,6,1,2,1,0,0,1,1,"Low"
"1734",1,3,239755,1,1,5,1,1,1,0,0,1,1,"Low"
"1735",2,3,377680,6,1,6,1,1,1,0,0,1,1,"Low"
"1736",3,2,134960,1,2,2,2,1,1,15024,0,1,1,"High"
"1737",2,3,294493,1,1,3,6,1,1,0,0,1,1,"Low"
"1738",2,3,32616,2,1,5,1,1,2,0,1719,2,1,"Low"
"1740",1,1,52267,2,2,3,2,1,1,0,0,1,1,"Low"
"1741",2,3,117963,1,2,1,2,1,1,0,0,1,1,"High"
"1742",1,3,98881,3,2,5,3,1,2,0,0,1,1,"Low"
"1743",1,3,196963,3,3,3,1,1,2,0,0,1,1,"Low"
"1744",1,3,166988,1,1,1,4,1,2,0,0,1,1,"Low"
"1745",1,2,193459,5,2,3,2,1,1,0,0,1,1,"Low"
"1746",1,3,182342,5,4,2,1,1,2,0,0,1,1,"Low"
"1747",1,3,496743,1,1,4,4,1,1,0,0,1,1,"Low"
"1748",2,3,154781,2,1,1,1,1,2,0,0,1,1,"Low"
"1749",2,3,219371,2,1,5,1,1,2,0,0,1,1,"Low"
"1750",1,3,99179,3,4,1,5,1,2,0,0,1,1,"Low"
"1751",1,3,224910,2,1,3,1,1,2,0,0,1,1,"Low"
"1752",1,3,304651,2,3,3,1,1,1,0,0,1,1,"Low"
"1753",1,3,349689,2,3,1,5,1,2,0,0,1,1,"Low"
"1754",1,3,106850,3,3,3,1,1,2,0,0,1,1,"Low"
"1755",1,2,196328,2,2,2,2,2,1,0,0,1,1,"High"
"1756",2,3,169323,1,2,2,4,1,2,0,0,1,1,"Low"
"1757",1,2,162924,1,3,2,1,3,1,0,0,1,2,"Low"
"1758",1,2,34037,2,1,3,1,1,1,0,0,1,1,"Low"
"1760",2,3,197384,5,1,5,4,1,2,0,0,2,1,"Low"
"1761",1,3,251795,5,2,4,3,1,2,0,0,1,1,"High"
"1763",1,3,165309,1,3,1,5,1,2,0,0,1,1,"Low"
"1764",2,3,215873,3,1,3,4,2,1,0,0,1,1,"Low"
"1765",1,3,133938,4,3,2,1,1,2,27828,0,1,1,"High"
"1766",1,3,159816,1,2,4,3,1,2,99999,0,2,1,"High"
"1767",2,3,228424,2,1,3,6,2,1,0,0,1,1,"Low"
"1768",1,3,195576,3,2,3,2,1,1,0,0,1,1,"Low"
"1769",3,3,105200,2,2,7,2,1,1,6767,0,2,1,"Low"
"1770",2,3,167350,5,2,7,2,1,1,3103,0,1,1,"High"
"1771",2,3,52199,2,3,7,1,1,1,0,0,1,1,"Low"
"1772",1,3,171338,5,2,2,2,1,1,99999,0,1,1,"High"
"1773",1,3,120173,6,2,3,2,1,1,3103,0,1,1,"High"
"1775",1,3,169818,2,2,5,3,2,2,0,0,1,1,"High"
"1776",1,3,288419,3,2,3,2,1,1,0,0,1,1,"Low"
"1777",2,3,207546,3,2,3,2,1,1,0,0,1,1,"Low"
"1778",1,1,147707,2,4,3,5,1,1,0,2339,3,1,"Low"
"1780",1,3,193882,5,2,6,2,1,1,7688,0,1,1,"High"
"1781",1,3,31033,1,2,6,2,1,1,7298,0,1,1,"High"
"1782",1,3,272950,2,2,2,2,1,1,0,0,1,1,"Low"
"1783",2,3,183523,3,1,5,4,1,1,0,0,1,1,"Low"
