"","age","type_employer","fnlwgt","education","marital","occupation","relationship","race","sex","capital_gain","capital_loss","hr_per_week","country","income"
"7217",2,3,266635,2,1,5,4,2,1,0,0,1,1,1
"7218",1,3,197672,1,2,4,2,1,1,0,0,1,1,1
"7219",1,3,185846,2,2,3,2,1,1,0,0,1,1,1
"7220",1,2,315110,5,2,4,2,1,1,0,0,2,1,1
"7221",2,3,220754,7,1,1,4,1,2,0,0,1,1,1
"7222",2,3,64292,2,1,7,1,1,2,0,0,1,1,1
"7223",2,3,126060,2,2,6,3,1,2,0,0,1,1,2
"7224",1,3,78012,2,4,6,5,1,2,0,1762,3,1,1
"7225",1,3,210562,6,3,3,4,1,1,0,0,1,1,1
"7226",2,3,350181,2,1,6,1,1,1,0,0,1,1,1
"7227",2,3,233421,5,1,1,4,1,1,0,0,2,1,1
"7228",1,3,167170,2,4,3,1,2,2,0,0,1,1,1
"7229",4,3,260801,2,1,3,4,1,1,0,0,2,1,1
"7230",1,3,173370,1,3,6,5,1,2,0,0,1,1,1
"7231",2,3,135520,2,2,3,3,1,2,0,0,1,3,1
"7232",2,3,121308,5,3,6,4,1,1,0,0,1,1,1
"7233",1,3,444743,2,3,7,5,1,2,0,0,1,1,1
"7234",2,3,65225,5,1,1,1,1,2,0,0,1,1,1
"7235",1,1,136982,2,3,5,5,2,2,0,0,1,3,1
"7236",1,1,271962,1,3,7,1,1,2,0,0,1,1,1
"7237",1,3,204046,3,3,3,4,1,1,0,0,1,1,1
"7238",2,3,225823,5,1,1,1,1,2,0,0,1,1,1
"7239",2,3,183009,1,1,4,1,5,2,0,1590,3,1,1
"7240",1,3,121038,6,2,5,3,2,2,0,0,1,1,1
"7241",2,3,49092,2,2,3,2,1,1,0,0,1,1,1
"7242",2,3,148709,2,3,3,6,1,2,0,0,1,1,1
"7243",2,3,209205,1,1,7,4,1,1,0,0,1,1,1
"7244",1,1,285865,1,1,1,1,2,2,0,0,1,1,1
"7245",2,4,216129,2,1,1,6,1,1,0,0,1,1,1
"7246",1,4,40955,5,1,5,4,1,1,0,0,1,2,1
"7247",1,3,197189,1,2,3,2,1,1,0,0,1,1,1
"7248",1,3,33001,2,3,3,5,1,1,0,0,1,1,1
"7249",1,3,227399,6,2,2,2,2,1,0,0,1,1,1
"7250",1,3,164050,5,2,7,2,2,1,0,0,1,1,2
"7251",1,3,259087,5,3,3,1,1,2,0,0,1,1,1
"7252",4,3,236262,3,1,3,4,1,1,0,0,2,1,1
"7253",2,3,177929,1,1,6,1,1,1,0,0,1,1,1
"7255",1,3,199963,3,2,3,3,1,2,0,0,1,1,1
"7256",1,1,98776,2,1,7,4,1,1,0,0,1,1,1
"7257",1,3,135056,2,1,1,1,1,2,0,0,1,1,1
"7258",1,2,55363,2,2,3,2,1,1,3411,0,1,1,1
"7259",1,1,102343,8,2,4,2,3,1,0,0,1,4,2
"7260",2,3,231263,2,2,6,2,1,1,0,0,1,1,1
"7261",2,3,226913,5,1,6,4,1,2,0,0,2,1,1
"7262",1,3,129573,6,2,6,2,1,1,0,0,1,1,2
"7263",1,3,191001,2,1,6,1,1,2,0,0,1,1,1
"7264",1,4,69345,6,2,2,2,1,1,0,0,1,1,1
"7265",1,3,204556,2,3,3,1,2,1,0,0,1,1,1
"7266",1,3,192626,5,2,4,2,1,1,0,0,1,1,2
"7267",1,3,202812,1,2,4,2,1,1,0,0,1,1,2
"7268",2,3,405177,3,3,6,5,1,2,0,0,1,1,1
"7269",1,3,227890,5,3,3,1,1,1,0,0,1,1,2
"7270",1,3,101352,8,1,4,1,1,2,0,0,1,1,2
"7271",1,3,82572,5,1,5,1,1,2,0,0,1,1,1
"7272",2,3,132686,5,2,2,2,1,1,0,0,1,1,2
"7273",1,1,149210,1,2,7,2,2,1,15024,0,1,1,2
"7274",2,3,245661,2,3,3,4,1,2,0,0,1,1,1
"7275",1,2,483596,2,2,2,2,1,1,2885,0,1,1,1
"7276",1,1,104663,7,1,2,1,1,2,0,0,1,5,2
"7277",2,3,347166,2,1,2,1,1,1,0,0,1,1,1
"7278",1,1,108540,2,2,3,2,1,1,0,0,1,1,1
"7279",1,3,333305,7,2,4,3,1,2,0,0,1,1,1
"7280",1,3,155408,2,3,6,1,2,2,0,0,1,1,1
"7281",2,4,246372,2,2,5,2,1,1,0,0,1,1,1
"7282",1,3,30290,2,1,6,1,1,2,0,0,1,1,1
"7283",1,3,347321,2,1,3,1,1,1,0,0,1,1,1
"7284",1,2,205852,1,2,4,2,1,1,0,0,1,1,1
"7286",1,1,93449,4,2,4,2,3,1,0,0,1,4,2
"7287",1,2,116927,2,2,2,2,1,1,0,0,1,1,2
"7288",1,3,164526,2,2,5,2,1,1,0,0,1,7,2
"7289",1,3,31573,2,2,3,2,1,1,0,0,1,1,1
"7290",2,1,125159,5,1,1,6,2,1,0,0,1,3,1
"7291",1,1,201105,1,2,2,3,1,2,0,0,1,1,2
"7293",1,3,150570,1,2,6,2,1,1,0,0,1,1,1
"7294",1,3,118941,3,1,5,1,1,2,0,0,1,4,1
"7295",1,3,141388,2,2,3,2,1,1,0,0,1,1,2
"7296",2,3,174714,6,1,1,4,1,1,0,0,1,1,1
"7297",1,1,75755,7,2,2,2,1,1,7298,0,1,1,2
"7298",3,3,133144,2,2,4,2,1,1,0,0,1,1,1
"7299",2,2,318865,5,1,5,4,1,1,0,0,1,1,1
"7300",1,3,109638,2,2,3,2,1,1,0,0,1,1,2
"7301",1,3,92969,3,3,4,5,2,2,0,0,1,1,1
"7303",2,3,144161,2,1,3,4,1,1,0,0,1,1,1
"7304",1,3,183778,1,1,7,1,1,1,0,0,1,1,1
"7305",2,3,398904,1,2,4,3,1,2,0,0,1,1,1
"7306",1,3,170846,6,2,2,3,1,2,0,0,1,1,2
"7307",1,1,204277,1,2,4,2,1,1,0,0,1,1,1
"7308",1,3,205152,1,1,3,4,1,1,0,0,1,1,1
"7309",2,3,225395,3,1,3,6,1,2,0,0,1,3,1
"7310",1,3,33975,2,2,2,6,1,1,0,0,1,1,2
"7311",1,3,147032,2,2,5,3,3,2,0,0,1,6,1
"7312",3,3,174826,2,3,3,1,1,2,0,0,1,1,1
"7313",1,1,232769,3,2,3,2,1,1,0,0,2,1,1
"7314",2,3,36984,1,1,4,1,1,2,0,0,1,1,1
"7315",2,3,292264,2,1,3,1,1,1,0,0,1,1,1
"7316",2,3,303973,2,1,5,6,1,2,0,1602,2,3,1
"7317",2,3,287988,5,1,1,1,1,1,0,0,2,1,1
"7318",3,2,330144,4,2,6,2,1,1,0,0,1,1,2
"7319",2,3,191948,2,3,6,5,1,2,0,0,1,1,1
"7320",1,3,324601,3,3,3,4,1,2,0,0,1,3,1
"7321",1,1,200289,7,2,4,2,3,1,0,0,1,9,1
"7322",2,3,113307,3,1,3,6,1,1,0,0,1,1,1
"7324",2,3,155213,1,1,4,1,1,1,0,0,1,1,1
"7325",1,3,175127,2,2,3,2,1,1,0,0,1,1,1
"7326",1,1,358461,5,1,5,1,3,1,0,0,1,1,1
"7327",1,1,354929,6,3,7,1,2,1,0,0,1,1,1
"7329",1,3,112929,3,3,3,1,2,2,0,0,1,1,1
"7330",1,3,132832,2,1,1,1,1,2,0,0,1,1,1
"7331",1,1,357691,4,2,7,2,2,1,0,0,1,1,1
"7332",1,3,114605,2,3,3,1,1,1,0,0,2,1,1
"7333",1,2,525878,2,2,2,2,2,1,0,0,1,1,1
"7334",2,3,68358,5,1,6,4,1,2,0,0,2,1,1
"7335",1,3,174571,3,2,3,2,2,1,0,0,1,1,1
"7336",1,3,42703,6,3,3,5,1,2,0,0,1,1,1
"7337",1,3,220589,5,2,6,3,1,2,0,0,1,1,2
"7338",1,2,197558,8,2,4,2,1,1,0,0,1,1,2
"7339",2,3,423250,5,2,2,2,1,1,0,0,1,1,1
"7340",1,2,29254,5,2,3,2,1,1,0,0,1,1,2
"7342",1,1,276247,5,2,7,2,1,1,0,0,1,1,1
"7343",1,3,213841,5,2,3,2,1,1,0,0,1,1,2
"7344",1,3,181677,3,2,3,2,1,1,0,0,1,1,2
"7345",1,3,160061,5,2,3,2,2,1,0,0,1,1,1
"7347",1,3,265266,2,2,3,2,1,1,0,0,1,1,1
"7348",1,1,222115,1,3,1,1,1,2,99999,0,1,1,2
"7349",2,1,194954,5,2,5,3,1,2,0,0,2,1,1
"7350",1,3,156926,1,3,1,1,1,1,0,0,1,1,1
"7351",1,1,217414,5,3,7,5,1,1,0,0,1,1,1
"7352",1,3,538443,2,3,3,1,1,1,14344,0,1,1,2
"7354",1,3,383493,4,2,4,2,1,1,0,0,1,1,2
"7355",1,3,193235,6,2,1,2,1,1,0,0,2,1,1
"7356",1,2,99452,5,2,3,2,1,1,0,0,1,1,2
"7357",1,1,254134,6,3,7,1,2,1,0,0,1,1,1
"7358",1,3,90446,3,2,3,2,1,1,0,0,1,1,1
"7359",2,3,116613,1,1,1,4,1,2,0,0,1,7,1
"7360",1,1,238188,4,2,4,2,1,1,0,0,1,1,2
"7361",4,3,95909,3,1,3,4,1,1,0,0,2,1,1
"7362",1,3,82319,3,2,5,3,1,2,0,0,2,1,1
"7363",1,3,182274,5,2,2,3,1,2,0,1887,3,1,2
"7364",1,3,179625,3,3,5,5,1,2,0,0,1,1,1
"7365",2,3,119793,5,1,1,4,1,1,0,0,1,1,1
"7366",2,2,254989,3,1,6,4,1,1,0,0,1,1,1
"7367",2,3,104830,3,1,3,5,1,1,0,0,2,3,1
"7368",1,4,110373,5,2,7,2,1,1,0,0,1,1,2
"7369",1,2,135416,5,2,5,3,1,2,0,0,1,1,1
"7370",2,3,298225,5,2,3,2,1,1,0,0,1,1,1
"7371",1,3,166740,1,3,4,1,1,1,0,0,1,1,1
"7372",1,2,213668,8,2,4,2,1,1,0,1977,5,1,2
"7373",2,3,276624,5,2,7,2,1,1,0,0,1,1,1
"7374",1,3,226789,5,2,2,2,1,1,0,0,1,1,1
"7375",1,3,31023,2,2,3,2,1,1,0,0,1,1,1
"7376",1,1,116666,2,1,7,4,4,1,4650,0,1,1,1
"7377",1,3,136986,2,2,2,2,1,1,0,0,1,1,2
"7378",1,3,179580,5,3,5,1,1,2,0,0,1,1,2
"7379",2,3,103277,5,3,5,4,1,2,0,0,2,1,1
"7380",1,4,351141,2,2,7,2,1,1,0,0,1,1,1
"7381",1,1,191161,5,2,7,2,1,1,0,0,1,1,2
"7382",2,3,148709,5,1,4,5,1,2,0,0,2,1,1
"7383",1,3,128382,5,1,3,5,1,1,0,0,1,1,1
"7384",1,3,144361,2,2,3,2,1,1,0,0,1,1,2
"7385",1,3,172538,2,1,3,4,1,1,0,0,1,1,1
"7386",2,3,102476,1,1,3,4,1,1,27828,0,1,1,2
"7387",1,3,46028,5,3,5,5,1,2,0,0,1,1,1
"7388",1,3,198452,2,2,3,3,1,2,0,0,1,1,1
"7389",1,3,193895,5,4,1,1,1,2,0,0,1,1,1
"7390",2,3,233421,1,2,3,2,1,1,3411,0,1,1,1
"7391",1,3,378747,2,2,3,2,2,1,0,0,1,1,1
"7392",1,3,31251,6,2,6,2,1,1,0,0,1,1,1
"7393",1,3,71540,5,3,4,1,1,1,0,0,1,1,1
"7394",1,3,194772,6,2,6,2,1,1,0,1902,3,1,2
"7395",2,3,34568,2,2,3,2,1,1,3781,0,1,1,1
"7396",1,2,36480,3,3,3,1,1,1,0,0,1,1,1
"7397",4,3,116528,5,1,3,1,1,1,0,0,1,1,1
"7398",1,3,52152,4,1,4,1,1,1,0,0,1,1,1
"7400",1,1,227065,4,1,4,1,1,1,0,0,2,1,1
"7401",1,3,84013,2,3,5,5,1,2,0,0,1,1,1
"7402",1,2,82051,5,2,6,3,1,2,0,0,1,1,1
"7403",2,2,176185,6,2,6,2,1,1,0,0,1,2,1
"7404",1,3,115414,5,2,2,2,1,1,0,0,1,1,2
"7405",2,2,493034,2,1,5,1,2,1,13550,0,1,1,2
"7406",1,3,354923,6,3,1,5,1,2,0,0,1,1,1
"7407",2,3,393712,2,1,1,4,1,2,0,0,2,1,1
"7408",1,3,98941,2,2,3,2,1,1,0,0,1,1,1
"7409",1,3,141483,5,3,2,5,1,2,0,0,1,1,1
"7410",1,3,172479,1,2,4,2,1,1,7688,0,1,1,2
"7411",2,3,226145,5,1,3,4,1,1,0,0,1,1,1
"7412",2,3,394612,1,1,7,4,2,1,0,0,1,1,1
"7413",2,3,231085,5,1,5,4,1,1,0,0,1,1,1
"7414",1,2,183810,4,2,4,2,1,1,0,0,1,1,2
"7415",2,3,186159,5,1,6,1,1,2,0,0,1,1,1
"7416",2,3,162282,5,1,3,1,1,1,0,0,2,1,1
"7417",1,3,219021,2,2,3,2,1,1,15024,0,1,1,2
"7418",2,3,273206,1,1,1,1,1,2,0,0,2,1,1
"7419",1,2,332355,4,2,2,2,1,1,15024,0,1,1,2
"7420",2,3,102729,5,1,6,4,1,2,0,0,2,1,1
"7421",1,3,198096,5,2,5,2,1,1,0,0,1,1,2
"7422",2,1,292933,1,1,1,4,1,2,0,0,2,1,1
"7423",4,3,135924,2,1,1,4,1,1,0,0,2,1,1
"7424",1,3,99146,1,2,2,2,1,1,0,1977,5,1,2
"7425",1,3,27409,3,2,3,2,1,1,0,0,1,1,1
"7426",2,3,299507,6,3,5,5,1,2,0,0,1,1,1
"7427",3,2,102631,5,4,3,5,1,2,0,0,1,1,1
"7428",1,3,153486,5,2,3,2,1,1,0,0,1,1,1
"7429",1,3,434292,2,2,5,2,2,1,0,0,1,1,1
"7430",2,2,240172,4,1,4,4,1,1,0,0,1,1,1
"7431",1,3,219426,3,1,3,1,1,1,0,0,1,1,1
"7432",1,3,295791,2,3,7,1,1,2,0,0,1,1,1
"7433",1,3,114032,5,2,7,2,1,1,0,1887,7,1,2
"7434",2,1,496382,5,3,1,4,1,2,0,0,1,3,1
"7435",1,3,376483,1,2,1,3,2,2,0,0,1,1,1
"7436",2,3,107218,2,1,5,4,3,1,0,0,1,1,1
"7437",2,3,246207,5,1,1,4,2,2,0,0,2,1,1
"7439",1,3,83089,3,2,3,2,1,1,7298,0,1,3,2
"7440",1,1,328301,1,3,4,1,1,2,0,0,1,1,1
"7441",1,1,301614,3,2,5,2,1,1,0,0,1,1,1
"7442",1,3,199739,2,2,3,2,1,1,7298,0,1,1,2
"7443",2,3,180060,6,1,3,1,1,1,2354,0,1,1,1
"7444",2,3,121040,6,1,2,4,2,2,0,0,1,1,1
"7445",1,3,125550,2,3,6,1,1,2,0,0,1,1,1
"7446",1,3,170772,2,2,3,2,1,1,0,0,1,1,1
"7447",1,3,180551,2,3,2,5,1,2,0,0,1,1,1
"7448",1,2,48189,2,2,7,2,1,1,0,0,1,1,1
"7449",2,3,432154,2,1,6,4,1,2,0,0,1,3,1
"7450",2,3,263200,5,3,1,5,1,2,0,0,1,1,1
"7451",1,3,123207,2,2,1,3,1,2,0,0,2,1,2
"7452",4,3,110798,3,1,6,4,1,2,0,0,2,1,1
"7453",1,3,238481,6,2,2,2,1,1,0,1485,3,1,1
"7454",1,3,185528,5,3,6,4,1,2,0,0,1,1,1
"7455",1,3,181311,3,2,3,2,1,1,0,0,1,1,1
"7456",2,3,528616,3,2,5,2,1,1,0,0,1,3,1
"7457",1,3,272950,1,2,3,2,1,1,0,0,1,1,2
"7459",2,3,197583,5,1,1,4,1,2,0,0,2,1,1
"7460",1,3,48612,2,1,1,5,2,2,0,0,1,1,1
"7461",1,1,31533,4,2,1,2,1,1,7298,0,1,1,2
"7462",1,4,148138,1,2,4,2,3,1,0,2002,3,2,1
"7463",2,1,30069,2,2,5,3,1,2,2635,0,1,1,1
"7465",2,1,230885,1,2,7,2,1,1,0,0,1,1,2
"7466",1,3,174102,5,1,2,1,1,1,0,0,1,1,2
"7467",2,3,352606,2,3,5,5,1,2,0,0,1,1,1
"7468",1,3,241153,4,2,2,2,1,1,0,0,1,1,2
"7469",1,3,155433,2,2,5,3,1,2,0,0,1,1,1
"7470",2,3,109414,5,1,4,4,3,1,0,1974,3,1,1
"7471",1,3,125461,6,1,4,1,1,1,0,0,1,1,1
"7472",2,3,331556,3,1,5,1,1,2,0,0,1,1,1
"7474",1,3,223514,1,2,1,3,2,2,0,0,1,1,1
"7475",1,3,115418,5,1,1,4,1,2,2174,0,1,1,1
"7477",1,3,147206,3,2,3,2,1,1,0,0,1,1,2
"7478",2,3,174592,5,1,1,1,1,2,0,0,1,1,1
"7479",1,3,268620,2,3,5,1,1,2,0,0,1,1,1
"7480",3,2,150886,5,2,3,2,1,1,0,0,2,1,1
"7481",1,3,112362,3,2,6,2,1,1,0,0,1,1,1
"7482",3,3,195507,2,4,7,1,1,1,0,0,1,1,1
"7483",1,3,192983,2,3,5,1,1,2,0,0,1,1,1
"7484",4,3,120544,3,1,5,4,2,1,0,0,2,1,1
"7485",1,3,59083,2,2,1,2,1,1,0,0,1,1,1
"7486",1,3,208277,4,2,4,3,1,2,0,0,1,1,2
"7487",2,1,184678,1,1,4,1,1,2,0,0,1,1,1
"7488",1,3,278736,6,2,3,2,1,1,0,0,1,1,1
"7489",1,1,39464,4,1,4,1,1,2,0,0,1,1,1
"7490",2,3,162343,1,2,2,2,1,1,0,0,1,3,1
"7491",1,3,204046,2,2,3,2,1,1,0,0,1,1,1
"7492",2,3,255647,2,2,5,3,1,2,0,0,2,3,1
"7493",1,3,123011,2,3,3,1,1,1,0,0,1,1,2
"7494",3,2,291362,8,2,4,2,1,1,0,0,1,1,1
"7495",1,3,159187,5,2,3,2,1,1,0,0,1,1,2
"7496",2,1,126414,1,3,1,1,1,1,0,0,1,1,1
"7497",2,3,227626,2,3,3,1,1,1,0,0,1,1,1
"7498",1,2,173783,1,2,6,2,1,1,15024,0,1,1,2
"7499",3,3,211075,2,2,2,2,1,1,0,0,1,1,2
"7500",1,3,176756,5,2,1,2,2,1,0,1485,9,1,2
"7501",1,2,31095,5,3,3,1,1,1,4101,0,1,1,1
"7502",1,2,32372,1,2,2,2,1,1,0,1672,9,1,1
"7503",1,3,331651,5,3,5,1,1,2,0,0,1,1,1
"7504",1,1,146325,7,2,4,2,1,1,0,1887,3,1,2
"7505",2,3,515025,3,2,3,3,1,2,0,0,1,1,1
"7506",1,3,394474,6,1,1,5,2,2,0,0,1,1,1
"7507",1,3,400535,2,2,3,2,1,1,3781,0,1,1,1
"7508",2,2,337505,5,2,3,2,3,1,0,0,1,7,1
"7509",1,3,211860,2,3,1,1,1,1,0,0,1,1,1
"7510",2,3,102684,5,1,3,1,1,1,0,0,1,1,1
"7512",1,3,121966,2,3,1,1,1,2,0,0,1,1,1
"7513",2,3,396790,2,1,3,4,2,1,0,0,2,1,1
"7514",1,1,149949,1,2,4,2,1,1,0,0,1,1,2
"7515",2,3,252187,3,1,3,1,1,1,0,0,1,1,1
"7516",2,3,209934,3,2,5,2,1,1,0,0,1,3,1
"7517",2,4,229300,1,1,4,1,1,1,0,0,1,1,1
"7518",1,3,170769,7,3,6,1,1,1,99999,0,1,1,2
"7519",1,3,200618,6,3,3,1,1,1,0,0,1,1,1
"7520",2,3,216984,2,1,1,1,4,2,0,0,1,1,1
"7521",1,3,212760,2,3,3,1,1,1,0,0,1,1,1
"7522",2,3,150309,2,2,3,2,4,1,0,0,1,1,1
"7523",1,3,174655,2,2,1,2,1,1,0,0,1,1,1
"7524",2,3,109621,2,2,3,2,1,1,0,0,1,1,1
"7525",1,3,225124,2,4,3,5,2,2,0,0,1,1,1
"7526",1,3,172695,3,4,5,1,1,2,0,0,1,8,1
"7527",3,2,238479,3,2,3,2,1,1,0,0,1,1,1
"7528",2,3,37754,5,2,3,2,1,1,0,0,1,1,1
"7529",1,3,85018,2,1,1,1,1,2,0,0,1,1,1
"7530",3,3,256466,2,2,7,2,3,1,0,0,1,6,2
"7531",2,3,169188,5,2,2,3,1,2,0,0,2,1,1
"7532",1,3,210945,1,2,4,2,1,1,0,0,1,1,2
"7533",1,1,287031,4,2,4,2,1,1,0,0,1,1,2
"7534",2,3,224361,2,1,2,1,1,1,0,0,1,1,1
"7535",1,4,108464,6,2,7,2,1,1,0,0,1,1,1
"7536",1,3,75826,1,3,1,5,1,2,0,0,1,1,1
"7537",1,3,120277,2,2,3,2,1,1,0,0,1,1,2
"7538",2,3,104439,5,1,1,1,1,2,0,0,1,1,1
"7539",2,3,56870,2,2,3,2,1,1,0,0,1,1,1
"7540",2,3,200819,3,1,6,1,1,1,0,0,1,1,1
"7541",1,2,170562,6,2,7,2,1,1,0,0,2,1,1
"7542",2,3,80933,2,2,3,2,1,1,0,0,1,1,1
"7543",2,3,33088,3,1,3,1,1,1,0,0,1,1,1
"7544",1,1,112763,4,3,4,5,1,2,7430,0,1,1,2
"7545",2,3,177651,5,1,2,1,1,1,0,0,1,1,1
"7546",1,3,261943,5,2,2,2,1,1,0,0,1,1,1
"7547",1,3,169785,5,3,2,1,1,2,0,0,1,5,1
"7548",2,3,141481,3,2,6,6,1,2,0,0,1,1,1
"7549",1,3,433491,2,1,5,4,1,1,0,0,1,1,1
"7550",2,1,86615,2,1,5,4,2,1,0,0,1,1,1
"7551",1,3,125550,2,2,1,3,1,2,0,0,1,1,2
"7552",1,1,421223,5,1,2,1,1,2,0,0,1,1,1
"7553",1,3,26999,1,3,2,5,1,2,0,0,1,1,1
"7554",1,2,241998,5,2,6,2,1,1,99999,0,2,1,2
"7556",1,3,115323,4,2,2,2,1,1,0,0,1,1,2
"7557",1,2,23778,1,3,2,1,1,1,0,0,1,1,1
"7558",2,2,190836,2,2,6,2,1,1,0,0,1,1,2
"7559",1,2,159179,8,2,4,2,1,1,0,0,1,1,2
"7562",1,3,163237,1,2,6,2,1,1,0,0,1,1,2
"7563",5,3,202202,2,1,1,1,1,2,0,0,1,1,1
"7564",1,3,168837,5,3,6,5,1,2,0,0,1,1,1
"7565",1,3,112271,2,2,3,2,1,1,0,0,1,1,1
"7566",1,3,52537,2,1,3,5,2,1,0,0,1,1,1
"7567",2,3,38353,6,2,6,2,1,1,0,0,1,1,1
"7568",2,3,141698,3,1,3,5,1,1,0,0,1,1,1
"7569",2,3,28856,1,1,7,1,1,2,0,0,1,1,1
"7570",2,3,175652,3,1,5,6,1,2,0,0,2,1,1
"7571",1,3,213008,2,3,3,1,1,1,0,0,1,1,1
"7572",1,3,196501,1,3,2,1,1,1,14084,0,1,1,2
"7573",3,3,118798,2,2,3,2,1,1,99999,0,1,1,2
"7574",1,3,92463,2,2,1,2,1,1,0,0,1,1,1
"7575",2,1,125165,5,1,1,4,1,2,0,0,2,1,1
"7576",1,2,103980,6,2,4,2,1,1,0,0,1,1,1
"7578",2,3,53903,5,2,3,2,1,1,0,0,1,1,1
"7579",1,3,179735,6,3,1,5,1,2,0,0,1,1,1
"7581",1,3,122177,2,1,3,4,1,1,0,0,1,1,1
"7582",1,3,188161,2,3,3,4,2,2,0,0,1,1,1
"7583",1,2,170108,2,3,6,1,1,1,0,0,1,1,1
"7584",2,3,175262,5,2,3,2,2,1,0,0,1,3,1
"7586",2,3,164395,2,1,1,4,1,2,0,0,2,1,1
"7587",4,3,115630,3,1,1,4,2,1,0,0,2,1,1
"7588",1,3,178815,2,1,6,1,1,1,0,0,1,1,1
"7589",1,2,168223,1,3,4,1,1,2,0,0,1,1,1
"7590",1,1,202560,1,3,4,1,1,2,0,1408,3,1,1
"7591",1,3,100295,3,2,3,3,1,2,0,0,1,4,2
"7592",1,3,172256,2,2,3,2,1,1,0,0,1,1,2
"7593",1,3,51664,5,2,6,2,1,1,0,0,1,1,1
"7594",1,1,358893,1,3,4,1,1,2,0,2339,3,1,1
"7595",2,3,115963,3,2,3,2,1,1,0,0,1,1,1
"7596",2,3,333910,5,1,7,1,1,2,0,0,1,1,1
"7597",2,3,148948,5,1,2,1,1,1,0,0,1,1,1
"7598",1,1,130561,5,1,4,1,2,2,0,0,2,1,1
"7599",1,3,428350,2,2,5,4,1,2,0,0,2,1,1
"7600",1,3,188808,4,2,2,2,1,1,0,0,1,1,2
"7601",2,3,112847,2,2,3,4,5,1,0,0,1,1,1
"7602",1,3,110748,5,1,4,1,1,1,0,0,1,1,1
"7603",5,2,156653,2,3,6,1,1,1,0,0,1,1,1
"7604",1,3,196491,1,1,6,1,1,1,0,0,1,1,1
"7605",3,1,254413,5,3,2,1,1,2,0,0,1,1,1
"7606",1,3,91262,2,2,3,2,3,1,0,0,1,1,1
"7607",1,2,154785,1,2,3,3,3,2,0,0,1,6,1
"7608",1,3,84231,2,2,3,2,1,1,0,0,1,1,1
"7609",2,3,226327,5,1,1,4,1,2,0,0,1,1,1
"7610",1,3,248406,5,3,3,4,1,1,0,0,1,1,1
"7611",1,3,54317,2,2,3,2,1,1,0,1672,5,1,1
"7613",2,3,95918,3,2,3,2,1,1,0,0,1,1,1
"7614",1,1,375675,3,2,5,2,1,1,0,0,1,1,2
"7615",1,3,244172,2,3,3,5,1,1,0,0,1,3,1
"7617",1,3,326342,3,2,5,2,2,1,2635,0,1,1,1
"7618",1,3,77271,2,1,2,5,1,2,0,0,2,4,1
"7619",1,3,33397,2,3,5,1,1,2,0,0,1,1,1
"7620",2,3,446358,2,1,1,5,1,1,0,0,1,1,1
"7621",2,3,151810,2,1,3,1,2,1,0,0,1,1,1
"7622",1,3,125461,4,2,2,2,1,1,0,0,1,1,2
"7623",1,3,133906,2,3,1,5,1,2,0,0,1,1,1
"7624",1,3,155106,2,2,3,2,1,1,0,0,1,1,1
"7625",1,4,203637,1,2,1,2,1,1,7298,0,1,1,2
"7626",1,3,232766,5,1,1,1,1,2,0,0,1,1,1
"7627",1,3,305319,3,2,3,2,1,1,0,0,1,1,1
"7628",2,3,121023,5,1,1,4,1,2,0,0,2,1,1
"7629",2,3,198997,2,2,1,3,1,2,0,0,2,1,1
"7630",1,3,167140,8,2,4,2,1,1,99999,0,1,1,2
"7631",2,3,38772,3,1,3,5,1,1,0,0,1,1,1
"7632",1,3,253759,2,1,6,5,2,2,0,0,1,1,1
"7633",2,3,130067,5,1,2,1,1,2,0,0,1,1,1
"7634",1,3,203828,3,2,3,2,1,1,0,0,1,1,1
"7636",1,3,156464,3,3,5,1,1,1,0,0,1,1,1
"7637",1,3,72333,5,3,1,1,3,2,0,0,1,1,1
"7638",1,1,83671,1,1,4,1,2,2,0,0,1,1,1
"7639",1,3,339482,2,2,3,2,1,1,0,1848,3,1,2
"7640",2,3,91928,5,1,5,6,1,2,0,0,1,1,1
"7641",1,3,99203,3,2,3,2,1,1,0,0,1,1,1
"7642",1,2,455995,5,1,2,1,1,1,0,0,1,1,2
"7643",3,3,192515,2,4,3,5,1,2,0,0,1,1,1
"7644",3,2,111483,5,2,2,2,1,1,0,2174,2,1,2
"7645",4,3,221129,3,2,5,2,1,1,0,0,1,1,1
"7646",1,3,85413,2,2,3,2,1,1,0,0,1,1,2
"7647",1,3,196125,3,2,3,2,1,1,0,0,1,1,1
"7648",2,3,265638,5,1,5,5,2,2,0,0,1,1,1
"7649",1,3,177727,2,2,3,2,1,1,0,0,1,1,2
"7650",1,3,205822,5,2,6,2,1,1,0,0,1,1,2
"7651",1,3,112607,3,2,6,2,1,1,0,0,1,1,1
"7652",1,4,177595,5,2,3,2,1,1,0,1579,3,1,1
"7653",4,3,183315,3,1,6,4,2,2,0,0,2,1,1
"7654",1,3,116279,2,3,3,5,1,2,0,0,1,1,1
"7655",1,4,122493,1,2,4,2,1,1,4064,0,1,1,1
"7656",1,3,215419,6,2,5,3,1,2,0,0,2,1,1
"7657",1,3,310101,5,3,6,1,4,2,0,0,1,1,1
"7658",1,2,61885,2,2,4,2,2,1,0,0,1,1,2
"7659",1,3,59107,2,3,5,1,1,2,4101,0,1,1,1
"7660",1,3,227214,1,2,4,2,5,1,0,0,1,8,1
"7661",3,3,239450,5,2,6,2,1,1,0,0,1,1,1
